video_id,item_title,item_link,item_duration,item_create_day,like_cnt_all,comment_cnt_all,favourite_cnt_all,share_cnt_all,hot_score,oss_object,created_at,is_aigc,ocr_gt,_parsed_ocr_gt
7624633114488433990,只有妈妈是这个世界上永远不嫌弃你的人 #剪映#妈妈#亲情#爱#妈妈的世界很小里面装满了你,https://www.douyin.com/share/video/7624633114488433990/?mid=7624632780126833427,54.3,2026/4/4,461870,41762,70289,197875,116.0646921312694,videos/7624633114488433990.mp4,15:14.8,1.0,"['剪映AI生成 吃个饭都吃不明白', '剪映AI生成 吃越老越邋遢', '剪映AI生成 还得我来伺候你', '剪映AI生成 真烦人', '剪映AI生成 宝贝慢慢吃别噎着 hanboy', '剪映AI生成 能不能快点走', '剪映AI生成 磨磨唧唧的', '剪映AI生成 整个医院就你最慢', '剪映AI生成 我没时间陪你耗', '剪映AI生成 宝宝真棒', '剪映AI生成 慢点走不着急', '剪映AI生成 妈妈在后面护着你', '剪映AI生成 都教了几百遍了', '剪映AI生成 点这里点这里啊', '剪映AI生成 点这里点这里啊', '剪映AI生成 你怎么老是记不住', '剪映AI生成 真是老糊涂了', '剪映AI生成 宝宝没听懂吗', '剪映AI生成 没关系的', '剪映AI生成 妈妈再讲一遍', '剪映AI生成 又叫又叫', '剪映AI生成 大半夜的就不能消停一点吗', '剪映AI生成 好了宝宝', '剪映AI生成 让妈妈看看', '剪映AI生成 别哭别哭', '剪映AI生成 终于要去见我的妈妈了', '剪映AI生成 宝宝我们马上就能见面了', '剪映AI生成 妈妈好想见你啊']","['剪映AI生成 吃个饭都吃不明白', '剪映AI生成 吃越老越邋遢', '剪映AI生成 还得我来伺候你', '剪映AI生成 真烦人', '剪映AI生成 宝贝慢慢吃别噎着 hanboy', '剪映AI生成 能不能快点走', '剪映AI生成 磨磨唧唧的', '剪映AI生成 整个医院就你最慢', '剪映AI生成 我没时间陪你耗', '剪映AI生成 宝宝真棒', '剪映AI生成 慢点走不着急', '剪映AI生成 妈妈在后面护着你', '剪映AI生成 都教了几百遍了', '剪映AI生成 点这里点这里啊', '剪映AI生成 点这里点这里啊', '剪映AI生成 你怎么老是记不住', '剪映AI生成 真是老糊涂了', '剪映AI生成 宝宝没听懂吗', '剪映AI生成 没关系的', '剪映AI生成 妈妈再讲一遍', '剪映AI生成 又叫又叫', '剪映AI生成 大半夜的就不能消停一点吗', '剪映AI生成 好了宝宝', '剪映AI生成 让妈妈看看', '剪映AI生成 别哭别哭', '剪映AI生成 终于要去见我的妈妈了', '剪映AI生成 宝宝我们马上就能见面了', '剪映AI生成 妈妈好想见你啊']"
7624701545757957766,#龙王#歪嘴战神 #龙王视频中的龙王 @管云鹏,https://www.douyin.com/share/video/7624701545757957766/?mid=7624701502390209330,77.634,2026/4/4,229905,8928,20811,1152870,115.3542385538668,videos/7624701545757957766.mp4,15:24.8,0.0,"['战死北疆的一百二十位兄弟', '愿为龙王赴死', '在江省', '非到万不得已', '不得暴露我的身份', '云家得龙王看重', '老太君寿诞', '整个江省顶级的大人物', '都要来给您祝寿', '承龙王不弃', '江省总督到', '总督大人', '没眼色的东西', '还不出去迎客', '恭迎总督', '龙', '保密', '上礼', '祝老太君寿比南山', '千年人参', '价值连城', '总督客气', '龙王使到', '龙王使', '龙王命我送来', '百亿订单为老太君贺寿', '百亿订单', '我云家必将晋升世家', '苏泽', '即日起逐出云家', '为什么', '消失六年', '回来还是个废物', '现在的云家', '做赘婿你都不配', '云张联姻', '才是强强联合', '签字', '滚', '别后悔', '有眼无珠', '这参不如喂狗', '羞辱龙王', '合约作废', '你们怕是弄错了', '苏泽只是我云家的', '废物女婿啊', '云张两家', '羞辱龙王', '如何处置', '请龙王吩咐', '你竟然是龙王']","['战死北疆的一百二十位兄弟', '愿为龙王赴死', '在江省', '非到万不得已', '不得暴露我的身份', '云家得龙王看重', '老太君寿诞', '整个江省顶级的大人物', '都要来给您祝寿', '承龙王不弃', '江省总督到', '总督大人', '没眼色的东西', '还不出去迎客', '恭迎总督', '龙', '保密', '上礼', '祝老太君寿比南山', '千年人参', '价值连城', '总督客气', '龙王使到', '龙王使', '龙王命我送来', '百亿订单为老太君贺寿', '百亿订单', '我云家必将晋升世家', '苏泽', '即日起逐出云家', '为什么', '消失六年', '回来还是个废物', '现在的云家', '做赘婿你都不配', '云张联姻', '才是强强联合', '签字', '滚', '别后悔', '有眼无珠', '这参不如喂狗', '羞辱龙王', '合约作废', '你们怕是弄错了', '苏泽只是我云家的', '废物女婿啊', '云张两家', '羞辱龙王', '如何处置', '请龙王吩咐', '你竟然是龙王']"
7625472985927237489,疯了、26年第一部鬼片、恐怖窒息！（声明：这是一部短剧，不要上升到演员本身！）想看后续，自己可以去搜一下。,https://www.douyin.com/share/video/7625472985927237489/?mid=7625218240842681094,38.267,2026/4/6,91362,15362,13753,351509,110.4798914589513,videos/7625472985927237489.mp4,15:31.4,0.0,"['绐谁做 就说给谁做的', '起来', '你跟我妈咋说话呢', '你喊啥呢', '过分', '太过分']","['绐谁做 就说给谁做的', '起来', '你跟我妈咋说话呢', '你喊啥呢', '过分', '太过分']"
7625261726909372089,可惜你不看王伊泽 不懂在家抡媳妇嘴巴子 摔老妈碗筷子 在外纯耍嘴皮子.#二创 #一念之间,https://www.douyin.com/share/video/7625261726909372089/?mid=7531959340694063872,47.1,2026/4/5,175094,5146,22069,179045,106.097133000409,videos/7625261726909372089.mp4,16:03.6,0.0,"['你是个什么', '你凭什么往我爸身上浇菜', '你有妈', '我也有爸', '我哪天往你妈身上浇莱呗', '你试试', '我试试怎么了', '我就试', '怎么了', '真能吹牛逼', '来', '这有莱', '给你来', '别拉我', '敢吗', '我告诉你', '我不像你没有素质', '知道吗', '别碰我', '你', '就是个傻', '你再打我爸一次', '我见一次', '打你一次', '你知道吗', '你个傻', '别拦我', '给带走', '快点老刘给带走', '这给擦擦这', '哎呀我天呐', '孩子咋这样', '别碰我', '别碰我']","['你是个什么', '你凭什么往我爸身上浇菜', '你有妈', '我也有爸', '我哪天往你妈身上浇莱呗', '你试试', '我试试怎么了', '我就试', '怎么了', '真能吹牛逼', '来', '这有莱', '给你来', '别拉我', '敢吗', '我告诉你', '我不像你没有素质', '知道吗', '别碰我', '你', '就是个傻', '你再打我爸一次', '我见一次', '打你一次', '你知道吗', '你个傻', '别拦我', '给带走', '快点老刘给带走', '这给擦擦这', '哎呀我天呐', '孩子咋这样', '别碰我', '别碰我']"
7625248139076178405,宝宝们期待的小剧场更新了#许我耀眼#撸撸#苹果主理人@赵露思 取餐了,https://www.douyin.com/share/video/7625248139076178405/?mid=7625248127422925578,60.047,2026/4/5,57816,3030,4188,202438,100.5681919444532,videos/7625248139076178405.mp4,47:49.5,0.0,"['好想她呀去看看撸思吧', '撸思面馆', '那是', '糟糕是棣棣', '我必须让他对我彻底死心', '沈浩明你过来', '怎么了老婆', '高能预警', '让你过来就过来', '人都喝醉了', '若无人', '老婆你今天怎么对我这么热情', '离开', '欸老婆你别走啊', '终究是我错付了么', '这是她真心的么', '欣欣在吗 怎么了河堤', '撸思她', '不会的', '她一定不是真心的', '她怎么可能会忘了你', '一定有隐情', '你说对吧', '但愿是这样吧']","['好想她呀去看看撸思吧', '撸思面馆', '那是', '糟糕是棣棣', '我必须让他对我彻底死心', '沈浩明你过来', '怎么了老婆', '高能预警', '让你过来就过来', '人都喝醉了', '若无人', '老婆你今天怎么对我这么热情', '离开', '欸老婆你别走啊', '终究是我错付了么', '这是她真心的么', '欣欣在吗 怎么了河堤', '撸思她', '不会的', '她一定不是真心的', '她怎么可能会忘了你', '一定有隐情', '你说对吧', '但愿是这样吧']"
7625060323589901610,#AI墙角的专属告白 #看完不笑算我输 #随变ai随便玩,https://www.douyin.com/share/video/7625060323589901610/?mid=7608409315648572166,10.067,2026/4/5,37796,1816,11454,30682,93.07303054543463,videos/7625060323589901610.mp4,49:36.2,1.0,"['躲我', '你这辈子都躲不掉 你这辈子都躲不掉', '你这辈子都躲不掉', '我没有 我没有', '不准再看别人 不准再着别人', '不准想着别人 不准想着别人', '你的眼里心里 你的眼里心里', '只能有我一个人 只能有我一个人']","['躲我', '你这辈子都躲不掉 你这辈子都躲不掉', '你这辈子都躲不掉', '我没有 我没有', '不准再看别人 不准再着别人', '不准想着别人 不准想着别人', '你的眼里心里 你的眼里心里', '只能有我一个人 只能有我一个人']"
7624835939831155313,特工苏漓证据档案系列18（下）#ai短视频 #悬疑拉满 #绑架,https://www.douyin.com/share/video/7624835939831155313/?mid=7451437144558405669,40.967,2026/4/4,29461,743,29741,9715,87.45372777585968,videos/7624835939831155313.mp4,36:45.6,1.0,['特工苏漓证据档案系列18（下） 危险动作，请勿模仿'],['特工苏漓证据档案系列18（下） 危险动作，请勿模仿']
7624158707772886307,等·解锁等得揪心？抖音精选畅快追全程 #抖音精选 #抖音细糠版 #AI #xmm #zy,https://www.douyin.com/share/video/7624158707772886307/?mid=7624158777851267867,30.164,2026/4/2,27423,2592,7650,3590,84.43081342938153,videos/7624158707772886307.mp4,40:48.6,1.0,"['抖音 精选 量影视随心追 实现追剧自由', '当你看剧还在烦恼等解锁时： 真的假的', '当你看剧还在烦恼等解锁时: 抖音精选 看剧', '当你看剧还在烦恼等解锁时。 真的不用一集一集等解锁吗', '当然是真的', '在抖音精选app', '听 AI cr：暖暖短剧屋 不管是你爱看的 本故事纯属虚构 无不良导向切勿模仿 弹 暖暖短剧屋 关注 14集|#因为一个片段看了整部剧', '听 AI cr：暖暖短剧屋 奇幻 本故事纯属虚构 无不良导向切勿模仿 弹 暖暖短剧屋 关注 14集|#因为一个片段看了整部剧', '听 AI cr：小乐 玄幻 弹 点击推荐 小乐剧场 关注 第1集|巨蟒惊人：林辰一席人遭遇巨', '林便一度人遵理 关注 小乐剧场 109 点击推荐> 弹 S 77', '听 AI Cr：灿烂小剧场 （抖音）网微剧备字（2026）第162266号 488 评论 还是甜虐言情剧 灿烂小剧场 关注 第28集|进城打工的夏瑾欣，意外与被', '听 AI Cr：灿烂小剧场 （抖音）网微剧备字（2026）第162266号 488 评论 点开就能直接看全集 灿烂小剧场 关注 第28集|进城打工的夏瑾欣，意外与被', '?听！ cr：灿烂小剧场 （抖音）网微剧备字（2026）第162266号 短剧·冷面老板深深宠 × 1174.5万播放99集全 选集 简介 更多推荐 第28集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜 冷面老板 深深宠 00:47 ?505 第28集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜 冷面老板 点开就能直接看全集 深深宠 第29集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜… 冷面老板 深深宠 00:58 414', 'Or cr：灿烂小剧场 短剧 ·冷面老板深深宠 × 174.5万播放99集全 选集 简介 更多推荐 彼下约的把啊心裁馈伴航有了一仪… 冷面老板 深深宠 01:15 488 第29集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜… 面老板 深深宠 00:58 414 点开就能直接看全集，意外与 被下药的绝嗣总裁顾泽航有了一夜… 冷面老板 深深宠 01:04 404 第31集|进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜…', 'cr：元气短别 抖音）网微刷备字（【2026第159790号 阿磊 弹 6 剧 元气短剧 166 关注 第2集 #房 口气刷到大结局 破入大习 短剧·凤凰男', '听 cr：元气短剧 （抖音）网微剧备字（2026）第159790号 弹 一口气刷到大结局 元气短剧 关注 第2集|#凤凰男我不伺候了上市前夕撞 破文夫与保姆出轨，女01:42展开 稍后再 短剧·凤凰男 ，我不…', '听 cr：元气短剧 （抖音）网微剧备字（2026）第159790号 一口气刷到大结局', '听 cr：元气短剧 （抖音）网微剧备字（2026）第159790号 爽感直接拉满', '海量正版资源随便挑着看', '上班通勤路上刷', '也超级方便', '听 ai cr：甜荔剧场 2398 85 弹 共138人 播放高清又流畅 922 甜荔剧场 关注 第1集|婆婆请客吃饭后，我坐不住了 稍后再看 高光|反转虐渣|一家03：06 展开 短剧·婆婆请客吃饭…(1/50) ', '听 ai cr：甜荔剧场 2398 85 弹 共138人 没有乱七八糟的套路 922 甜荔剧场 关注 第1集|婆婆请客吃饭后，我坐不住了 稍后再看 高光|反转虐渣|一家03：06 展开 短剧·婆婆请客吃饭…(1/50) ', '随手点开就能看', '听 AI cr：灿烂小剧场 1545 19 60 弹 共60人推荐 828 直接告别解锁卡剧的糟心时刻 第2集|进城打工的夏瑾欣，意外与被 稍后再 下药的绝嗣总裁顾泽航01:11更多 99集全 短剧·冷面老板深.', '听 AI cr：灿烂小剧场 1545 19 60 弹 共60人推荐 828 刷剧根本停不下来 第2集|进城打工的夏瑾欣，意外与被 稍后再 下药的绝嗣总裁顾泽航01:11更多 99集全 短剧·冷面老板深.', 'cr: 灿烂小剧场 （抖音）网微剧备字（2026）第1622656号 美迎迎 19 60 弹 共60人推荐 828 刷剧根本停不下来 第2集|进城打工的夏瑾欣，意外与被 下药的绝嗣总裁顾泽航01:11更多 稍后再 短剧·冷面老板深.. 99集全']","['抖音 精选 量影视随心追 实现追剧自由', '当你看剧还在烦恼等解锁时： 真的假的', '当你看剧还在烦恼等解锁时: 抖音精选 看剧', '当你看剧还在烦恼等解锁时。 真的不用一集一集等解锁吗', '当然是真的', '在抖音精选app', '听 AI cr：暖暖短剧屋 不管是你爱看的 本故事纯属虚构 无不良导向切勿模仿 弹 暖暖短剧屋 关注 14集|#因为一个片段看了整部剧', '听 AI cr：暖暖短剧屋 奇幻 本故事纯属虚构 无不良导向切勿模仿 弹 暖暖短剧屋 关注 14集|#因为一个片段看了整部剧', '听 AI cr：小乐 玄幻 弹 点击推荐 小乐剧场 关注 第1集|巨蟒惊人：林辰一席人遭遇巨', '林便一度人遵理 关注 小乐剧场 109 点击推荐> 弹 S 77', '听 AI Cr：灿烂小剧场 （抖音）网微剧备字（2026）第162266号 488 评论 还是甜虐言情剧 灿烂小剧场 关注 第28集|进城打工的夏瑾欣，意外与被', '听 AI Cr：灿烂小剧场 （抖音）网微剧备字（2026）第162266号 488 评论 点开就能直接看全集 灿烂小剧场 关注 第28集|进城打工的夏瑾欣，意外与被', '?听！ cr：灿烂小剧场 （抖音）网微剧备字（2026）第162266号 短剧·冷面老板深深宠 × 1174.5万播放99集全 选集 简介 更多推荐 第28集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜 冷面老板 深深宠 00:47 ?505 第28集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜 冷面老板 点开就能直接看全集 深深宠 第29集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜… 冷面老板 深深宠 00:58 414', 'Or cr：灿烂小剧场 短剧 ·冷面老板深深宠 × 174.5万播放99集全 选集 简介 更多推荐 彼下约的把啊心裁馈伴航有了一仪… 冷面老板 深深宠 01:15 488 第29集进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜… 面老板 深深宠 00:58 414 点开就能直接看全集，意外与 被下药的绝嗣总裁顾泽航有了一夜… 冷面老板 深深宠 01:04 404 第31集|进城打工的夏瑾欣，意外与 被下药的绝嗣总裁顾泽航有了一夜…', 'cr：元气短别 抖音）网微刷备字（【2026第159790号 阿磊 弹 6 剧 元气短剧 166 关注 第2集 #房 口气刷到大结局 破入大习 短剧·凤凰男', '听 cr：元气短剧 （抖音）网微剧备字（2026）第159790号 弹 一口气刷到大结局 元气短剧 关注 第2集|#凤凰男我不伺候了上市前夕撞 破文夫与保姆出轨，女01:42展开 稍后再 短剧·凤凰男 ，我不…', '听 cr：元气短剧 （抖音）网微剧备字（2026）第159790号 一口气刷到大结局', '听 cr：元气短剧 （抖音）网微剧备字（2026）第159790号 爽感直接拉满', '海量正版资源随便挑着看', '上班通勤路上刷', '也超级方便', '听 ai cr：甜荔剧场 2398 85 弹 共138人 播放高清又流畅 922 甜荔剧场 关注 第1集|婆婆请客吃饭后，我坐不住了 稍后再看 高光|反转虐渣|一家03：06 展开 短剧·婆婆请客吃饭…(1/50) ', '听 ai cr：甜荔剧场 2398 85 弹 共138人 没有乱七八糟的套路 922 甜荔剧场 关注 第1集|婆婆请客吃饭后，我坐不住了 稍后再看 高光|反转虐渣|一家03：06 展开 短剧·婆婆请客吃饭…(1/50) ', '随手点开就能看', '听 AI cr：灿烂小剧场 1545 19 60 弹 共60人推荐 828 直接告别解锁卡剧的糟心时刻 第2集|进城打工的夏瑾欣，意外与被 稍后再 下药的绝嗣总裁顾泽航01:11更多 99集全 短剧·冷面老板深.', '听 AI cr：灿烂小剧场 1545 19 60 弹 共60人推荐 828 刷剧根本停不下来 第2集|进城打工的夏瑾欣，意外与被 稍后再 下药的绝嗣总裁顾泽航01:11更多 99集全 短剧·冷面老板深.', 'cr: 灿烂小剧场 （抖音）网微剧备字（2026）第1622656号 美迎迎 19 60 弹 共60人推荐 828 刷剧根本停不下来 第2集|进城打工的夏瑾欣，意外与被 下药的绝嗣总裁顾泽航01:11更多 稍后再 短剧·冷面老板深.. 99集全']"
7625859506869685510,张雨婷回家捉奸却遇婆家护短百般阻挠，愤怒下一斧劈开竟揪出闺蜜是小三！#把门给我打开 #热门短剧 #百亿剧好看计划 #短剧,https://www.douyin.com/share/video/7625859506869685510/?mid=7625859536150154011,81.642,2026/4/7,51407,729,18235,4670,84.04550240845805,videos/7625859506869685510.mp4,45:01.6,0.0,"['今天一定要抓到', '你干什么', '一百块', '师傅', '马上送我回家', '我不是跑出租的', '我老公出轨了', '我着急回家捉奸', '坐好', '薇薇', '我老公他出轨了', '刚打你电话也没打通', '你现在马上来我家', '我不跟你聊了', '我要回去了', '哎', '你干啥去啊', '我有事', '您拨打的电话正在通话中', '儿媳妇', '你不是在上班吗', '怎么突然回来了']","['今天一定要抓到', '你干什么', '一百块', '师傅', '马上送我回家', '我不是跑出租的', '我老公出轨了', '我着急回家捉奸', '坐好', '薇薇', '我老公他出轨了', '刚打你电话也没打通', '你现在马上来我家', '我不跟你聊了', '我要回去了', '哎', '你干啥去啊', '我有事', '您拨打的电话正在通话中', '儿媳妇', '你不是在上班吗', '怎么突然回来了']"
7624978356999556392,#AI房间内的情感对峙 #随变app #随变ai随便玩,https://www.douyin.com/share/video/7624978356999556392/?mid=7624978223985609491,14.542,2026/4/5,17309,293,5128,20373,83.5831703535649,videos/7624978356999556392.mp4,47:46.6,1.0,"['到底要不要和我在一起', '那让闻外那个走', '安安 你没事吧']","['到底要不要和我在一起', '那让闻外那个走', '安安 你没事吧']"
